IDENTITY,,,,,,,FUNCTION,,,,,STRUCTURE / DESIGN,,,,,MATERIAL,,,ELECTRICAL,,,,,,,,INTALLATION,,,,,,,,COMPATIBILITY,,,,MESUREMENTS,,,,,,,,,,,,,,PPC_Term			,,,,,,
SKU_ID,IMG_LINK,IMG,Stock,"Product
Name","Finish
Name","Colour
Family","Socket
Type","Switch
Included","Switch
Type","Mount
Type","Shade
Support","Body
Pattern","Ring
Count","Shade
Rings Qty","Lock
Nut Qty","Cable
Grip
Included","Body
Material
(Primary)","Ring
Material","Insert
Material
(Secondary)","Voltage
Range","Max
Wattage","Terminal
Type",Dimmable,"IP
Rating",Frequency,Class,"Earth
Terminal","Parts
List","Wiring
Type","Install
Type","Req
Electrician","Tools
Required","Assembly
Req","Cap
Easy
DIY","Assembly
Complex","Shade
Hole
Size","Compatible
Shade
Type","Compatible
Shade
Size ","Indoor/
Outdoor","Height
mm","Width
mm","Depth
mm","Diameter
mm","Shade
Diameter
mm","Cable
Length
mm","Adjust
Arm","Weight
g","CE
Cert
ID","UKCA
Cert
ID","RoHS
Cert
ID","WEEE
Reg","Safety
Warnings",Postage Cost,Exact Match Keyword,Phrase Match Keyword,Broad Match Keyword,Negative Keywords,Max Bid,Min Bid,Suggested Search Terms
LHSPE27YB,http://dashboard.digitweblk.com/Productimages/CNBHRYBS.jpg,,13,,Brass / Gold,Yellow Brass,E27,NO,NO,"Pendant /
 Shade Mount",TRUE,Ribbed Decorative body,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"top cable fixing screw
metal shell
Ceramic Socket Insert 
Knurled Shade Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,110,40,40,40,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHSQE27BY,http://dashboard.digitweblk.com/Productimages/SQHRBK.jpg,,69,,Shiny Black,,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHSQE27CO,http://dashboard.digitweblk.com/Productimages/SQHRCR.jpg,,91,,Brass / Gold,Copper,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHSQE27GB,http://dashboard.digitweblk.com/Productimages/SQHRGBS.jpg,,112,,Brass ,Green Brass,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHSQE27YB,http://dashboard.digitweblk.com/Productimages/SQHRYBS.jpg,,43,,Brass / Gold,Yellow Brass,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHSSE27BY,http://dashboard.digitweblk.com/Productimages/329.jpg,,-14,,Shiny Black,Shiny Black,E27,YES,YES,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Top Cable Entry Cap 
Upper Decorative Dome
Main Metal Body
Side Shade Fix Screw
Threaded Bottom Section 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,105,47,47,47,,,,,,,,,,2.7,E27 Shiny Black Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | E27 lamp holder with switch | switched lamp holder
LHSSE27CH,http://dashboard.digitweblk.com/Productimages/331.jpg,,-2,,Polished Chrome,Silver,E27,YES,YES,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Top Cable Entry Cap 
Upper Decorative Dome
Main Metal Body
Side Shade Fix Screw
Threaded Bottom Section 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,105,47,47,47,,,,,,,,,,2.7,E27 Polished Chrome Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder | E27 lamp holder with switch | switched lamp holder
LHSSE27RO,http://dashboard.digitweblk.com/Productimages/334.jpg,,13,,Rose gold,Rose gold,E27,YES,YES,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Top Cable Entry Cap 
Upper Decorative Dome
Main Metal Body
Side Shade Fix Screw
Threaded Bottom Section 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,105,47,47,47,,,,,,,,,,2.7,E27 Rose Gold Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder | E27 lamp holder with switch | switched lamp holder
LHSUE27CH,http://dashboard.digitweblk.com/Productimages/SQ2HRCE.jpg,,33,,Polished Chrome,Silver,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Polished Chrome Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder
LHSUE27CO,http://dashboard.digitweblk.com/Productimages/324.jpg,,64,,Brass / Gold,Copper,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHSUE27GB,http://dashboard.digitweblk.com/Productimages/LHSUE27YB.jpg,,20,,Brass ,Green Brass,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHSUE27RO,http://dashboard.digitweblk.com/Productimages/SQ2HRRGD.jpg,,97,,Rose gold,Rose gold,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHSUE27SN,http://dashboard.digitweblk.com/Productimages/SQ2HRSNL.jpg,,5,,Brass ,Satin Nickel,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHSUE27YB,http://dashboard.digitweblk.com/Productimages/SQ2HRYBS.jpg,,27,,Brass / Gold,Yellow Brass,E27,NO,NO,Pendant ,TRUE,Smooth,1,1,1,Yes,Metal,Metal,Ceramic,60W,110-240v,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Entry Cap
Decorative Metal Body
Ceramic Socket Insert 
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,96,45,45,45,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHSWE27BA,http://dashboard.digitweblk.com/Productimages/LHSWE27BM.jpg,,-10,,Mate Balack,Black,E27,YES,Rotary,Table Lamp / Pendant,FALSE,"Vintage Cylinder
",-,-,1,Yes,Metal,Metal,"Thermoplastic
 / Bakelite",110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Outer metal sleeve body
Inner E27 socket insert
Rotary switch module
Bottom threaded body

",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,72,34,34,34,,,,,,,,,,2.7,E27 Matte Black Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | E27 lamp holder with switch | switched lamp holder | table lamp holder with switch | E27 table lamp socket
LHSWE27CH,http://dashboard.digitweblk.com/Productimages/SHHRCE.jpg,,-8,,Polished Chrome,Silver,E27,YES,Rotary,Table Lamp / Pendant,FALSE,"Vintage Cylinder
",-,-,1,Yes,Metal,Metal,"Thermoplastic
 / Bakelite",110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Outer metal sleeve body
Inner E27 socket insert
Rotary switch module
Bottom threaded body

",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,72,34,34,34,,,,,,,,,,2.7,E27 Polished Chrome Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder | E27 lamp holder with switch | switched lamp holder
LHSWE27FG,http://dashboard.digitweblk.com/Productimages/LHSWE27FG.jpg,,-9,,French Gold ,Silver,E27,YES,Rotary,Table Lamp / Pendant,FALSE,"Vintage Cylinder
",-,-,1,Yes,Metal,Metal,"Thermoplastic
 / Bakelite",110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Outer metal sleeve body
Inner E27 socket insert
Rotary switch module
Bottom threaded body

",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,72,34,34,34,,,,,,,,,,2.7,E27 French Gold Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | french gold lamp holder | E27 french gold pendant lamp holder | E27 lamp holder with switch | switched lamp holder
LHSWE27GB,http://dashboard.digitweblk.com/Productimages/SHHRBS.jpg,,-6,,Brass ,Green Brass,E27,YES,Rotary,Table Lamp / Pendant,FALSE,"Vintage Cylinder
",-,-,1,Yes,Metal,Metal,"Thermoplastic
 / Bakelite",110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Outer metal sleeve body
Inner E27 socket insert
Rotary switch module
Bottom threaded body

",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,72,34,34,34,,,,,,,,,,2.7,E27 Brass Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder | E27 lamp holder with switch | switched lamp holder
LHSWE27SN,http://dashboard.digitweblk.com/Productimages/SHHSNL.jpg,,-2,,Brass ,Satin Nickel,E27,YES,Rotary,Table Lamp / Pendant,FALSE,"Vintage Cylinder
",-,-,1,Yes,Metal,Metal,"Thermoplastic
 / Bakelite",110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Outer metal sleeve body
Inner E27 socket insert
Rotary switch module
Bottom threaded body

",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,72,34,34,34,,,,,,,,,,2.7,E27 Brass Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder | E27 lamp holder with switch | switched lamp holder
LHSWE27YB,http://dashboard.digitweblk.com/Productimages/SHHRYBS.jpg,,-1,,Brass / Gold,Yellow Brass,E27,YES,Rotary,Table Lamp / Pendant,FALSE,"Vintage Cylinder
",-,-,1,Yes,Metal,Metal,"Thermoplastic
 / Bakelite",110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Outer metal sleeve body
Inner E27 socket insert
Rotary switch module
Bottom threaded body

",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,72,34,34,34,,,,,,,,,,2.7,E27 Brass / Copper Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder | E27 lamp holder with switch | switched lamp holder
LHTBE27BN,http://dashboard.digitweblk.com/Productimages/BBHRE27SBK.jpg,,-6,,Matte Black,Matte Black,E27,NO,NO,Pendant,TRUE,Smooth Cylinder,1,1,0,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Shade ring
Metal body
Ceramic E27 insert
Cord grip
Cable locking screw",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,103,40,40,40,,,,,,,,,,2.7,E27 Matte Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHTBE27GB,https://dashboard.digitweblk.com/Productimages/5138.jpg,,12,,Brass ,Green Brass,E27,NO,NO,Pendant,TRUE,Smooth Cylinder,1,1,0,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Shade ring
Metal body
Ceramic E27 insert
Cord grip
Cable locking screw",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,103,40,40,40,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHTBE27RO,http://dashboard.digitweblk.com/Productimages/BBHRE27SRGD.jpg,,5,,Rose gold,Rose gold,E27,NO,NO,Pendant,TRUE,Smooth Cylinder,1,1,0,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Shade ring
Metal body
Ceramic E27 insert
Cord grip
Cable locking screw",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,103,40,40,40,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHTEE27RO,http://dashboard.digitweblk.com/Productimages/TEHRRGD.jpg,,149,,Rose gold,Rose gold,E27,NO,NO,Pendant,FALSE,Smooth Cylinder,0,0,0,Yes,Metal,-,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Metal cylindrical housing
Ceramic E27 insert
Top cable entry tube
Side cable locking screw",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,60,55,55,55,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHTEE27YB,http://dashboard.digitweblk.com/Productimages/TEHRBS.jpg,,147,,Brass / Gold,Yellow Brass,E27,NO,NO,Pendant,FALSE,Smooth Cylinder,0,0,0,Yes,Metal,-,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Metal cylindrical housing
Ceramic E27 insert
Top cable entry tube
Side cable locking screw",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,60,55,55,55,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHTHE27BN,https://dashboard.digitweblk.com/Productimages/2181.jpg,,-1,,Shiny Black,Shiny Black,E27,NO,NO,Pendant,TRUE,Knurled + Threaded,2,2,0,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Conduit Cap 
Upper Decorative Cover
Main Metal Body
Ceramic Socket Insert 
 Double Shade Rings",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,67,48,48,48,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHTHE27CO,https://dashboard.digitweblk.com/Productimages/407.jpg,,-9,,Brass / Gold,Copper,E27,NO,NO,Pendant,TRUE,Knurled + Threaded,2,2,0,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Conduit Cap 
Upper Decorative Cover
Main Metal Body
Ceramic Socket Insert 
 Double Shade Rings",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,67,48,48,48,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHTHE27GB,https://dashboard.digitweblk.com/Productimages/2182.jpg,,-3,,Brass ,Green Brass,E27,NO,NO,Pendant,TRUE,Knurled + Threaded,2,2,0,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Conduit Cap 
Upper Decorative Cover
Main Metal Body
Ceramic Socket Insert 
 Double Shade Rings",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,67,48,48,48,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHTHE27RO,http://dashboard.digitweblk.com/Productimages/TDHRSRGD.jpg,,52,,Rose gold,Rose gold,E27,NO,NO,Pendant,TRUE,Knurled + Threaded,2,2,0,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Conduit Cap 
Upper Decorative Cover
Main Metal Body
Ceramic Socket Insert 
 Double Shade Rings",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp 
shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,67,48,48,48,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
